	Cs-137	Cs-137-Al
6380.247599928	0	0
6382.990619478	0	0
6385.734189152	0	0
6388.47830895	0	0
6391.222978872	0	0
6393.968198918	0	0
6396.713969088	0	0
6399.460289382	0	0
6402.2071598	1	0
6404.954580342	0	0
6407.702551008	0	0
6410.451071798	0	0
6413.200142712	0	0
6415.94976375	0	0
6418.699934912	0	1
6421.450656198	0	0
6424.201927608	0	0
6426.953749142	2	0
6429.7061208	0	1
6432.459042582	0	0
6435.212514488	0	0
6437.966536518	0	2
6440.721108672	1	0
6443.47623095	0	0
6446.231903352	1	0
6448.988125878	1	0
6451.744898528	1	0
6454.502221302	0	0
6457.2600942	0	0
6460.018517222	0	0
6462.777490368	0	0
6465.537013638	0	0
6468.297087032	0	0
6471.05771055	0	0
6473.818884192	0	0
6476.580607958	0	0
6479.342881848	1	0
6482.105705862	0	0
6484.86908	0	0
6487.633004262	0	0
6490.397478648	0	1
6493.162503158	0	0
6495.928077792	0	0
6498.69420255	0	0
6501.460877432	0	0
6504.228102438	0	0
6506.995877568	0	0
6509.764202822	0	0
6512.5330782	0	0
6515.302503702	1	0
6518.072479328	0	0
6520.843005078	0	0
6523.614080952	0	0
6526.38570695	0	0
6529.157883072	0	0
6531.930609318	1	0
6534.703885688	0	0
6537.477712182	0	0
6540.2520888	0	0
6543.027015542	0	0
6545.802492408	0	0
6548.578519398	0	0
6551.355096512	0	0
6554.13222375	0	0
6556.909901112	0	0
6559.688128598	0	0
6562.466906208	0	1
6565.246233942	0	1
6568.0261118	0	0
6570.806539782	0	0
6573.587517888	0	0
6576.369046118	0	0
6579.151124472	0	0
6581.93375295	0	0
6584.716931552	0	1
6587.500660278	0	0
6590.284939128	0	0
6593.069768102	0	0
6595.8551472	0	0
6598.641076422	0	1
6601.427555768	1	0
6604.214585238	0	0
6607.002164832	0	0
6609.79029455	0	0
6612.578974392	0	0
6615.368204358	0	0
6618.157984448	0	0
6620.948314662	0	0
6623.739195	1	0
6626.530625462	0	0
6629.322606048	0	0
6632.115136758	0	0
6634.908217592	1	0
6637.70184855	0	0
6640.496029632	0	0
6643.290760838	0	0
6646.086042168	0	1
6648.881873622	0	0
6651.6782552	0	0
6654.475186902	0	0
6657.272668728	0	1
6660.070700678	0	0
6662.869282752	0	0
6665.66841495	0	0
6668.468097272	0	0
6671.268329718	0	1
6674.069112288	0	0
6676.870444982	0	0
6679.6723278	0	0
6682.474760742	0	0
6685.277743808	0	1
6688.081276998	1	0
6690.885360312	0	0
6693.68999375	0	0
6696.495177312	0	0
6699.300910998	0	1
6702.107194808	0	0
6704.914028742	1	0
6707.7214128	0	0
6710.529346982	0	0
6713.337831288	0	0
6716.146865718	0	0
6718.956450272	0	0
6721.76658495	0	0
6724.577269752	0	0
6727.388504678	0	0
6730.200289728	0	0
6733.012624902	0	0
6735.8255102	0	0
6738.638945622	0	0
6741.452931168	0	0
6744.267466838	0	0
6747.082552632	0	0
6749.89818855	0	0
6752.714374592	0	0
6755.531110758	0	0
6758.348397048	0	0
6761.166233462	0	0
6763.98462	0	1
6766.803556662	0	0
6769.623043448	0	0
6772.443080358	0	0
6775.263667392	1	1
6778.08480455	0	0
6780.906491832	0	0
6783.728729238	0	1
6786.551516768	0	0
6789.374854422	0	0
6792.1987422	0	0
6795.023180102	0	0
6797.848168128	0	0
6800.673706278	1	0
6803.499794552	0	0
6806.32643295	0	0
6809.153621472	0	0
6811.981360118	0	0
6814.809648888	1	1
6817.638487782	0	0
6820.4678768	0	0
6823.297815942	0	0
6826.128305208	0	0
6828.959344598	0	1
6831.790934112	0	0
6834.62307375	0	0
6837.455763512	0	1
6840.289003398	0	0
6843.122793408	1	0
6845.957133542	0	0
6848.7920238	0	1
6851.627464182	0	0
6854.463454688	0	0
6857.299995318	0	0
6860.137086072	0	0
6862.97472695	0	0
6865.812917952	0	0
6868.651659078	0	0
6871.490950328	0	0
6874.330791702	0	0
6877.1711832	0	0
6880.012124822	0	0
6882.853616568	0	0
6885.695658438	0	0
6888.538250432	0	0
6891.38139255	0	0
6894.225084792	0	0
6897.069327158	0	0
6899.914119648	0	0
6902.759462262	0	0
6905.605355	0	1
6908.451797862	0	0
6911.298790848	0	0
6914.146333958	0	0
6916.994427192	0	0
6919.84307055	0	0
6922.692264032	0	0
6925.542007638	0	0
6928.392301368	0	0
6931.243145222	0	0
6934.0945392	0	0
6936.946483302	0	0
6939.798977528	0	0
6942.652021878	0	1
6945.505616352	0	0
6948.35976095	0	0
6951.214455672	0	0
6954.069700518	0	0
6956.925495488	0	0
6959.781840582	0	0
6962.6387358	0	0
6965.496181142	0	0
6968.354176608	0	0
6971.212722198	0	0
6974.071817912	0	0
6976.93146375	0	0
6979.791659712	0	1
6982.652405798	0	0
6985.513702008	0	0
6988.375548342	0	0
6991.2379448	1	0
6994.100891382	0	0
6996.964388088	0	0
6999.828434918	0	0
7002.693031872	0	0
7005.55817895	0	0
7008.423876152	0	0
7011.290123478	0	0
7014.156920928	0	0
7017.024268502	0	0
7019.8921662	0	0
7022.760614022	0	0
7025.629611968	0	0
7028.499160038	0	0
7031.369258232	0	1
7034.23990655	0	0
7037.111104992	0	0
7039.982853558	0	0
7042.855152248	0	0
7045.728001062	0	0
7048.6014	0	0
7051.475349062	0	0
7054.349848248	0	0
7057.224897558	0	0
7060.100496992	0	0
7062.97664655	0	1
7065.853346232	0	0
7068.730596038	0	0
7071.608395968	0	0
7074.486746022	1	1
7077.3656462	0	0
7080.245096502	0	1
7083.125096928	0	0
7086.005647478	0	0
7088.886748152	0	0
7091.76839895	0	0
7094.650599872	0	0
7097.533350918	0	0
7100.416652088	0	2
7103.300503382	0	0
7106.1849048	0	0
7109.069856342	0	0
7111.955358008	0	0
7114.841409798	0	0
7117.728011712	0	0
7120.61516375	0	0
7123.502865912	1	0
7126.391118198	0	0
7129.279920608	0	0
7132.169273142	0	0
7135.0591758	0	0
7137.949628582	0	0
7140.840631488	1	0
7143.732184518	0	0
7146.624287672	0	0
7149.51694095	0	2
7152.410144352	0	0
7155.303897878	0	0
7158.198201528	0	0
7161.093055302	0	0
7163.9884592	0	0
7166.884413222	0	0
7169.780917368	0	0
7172.677971638	0	0
7175.575576032	0	0
7178.47373055	0	0
7181.372435192	0	0
7184.271689958	0	0
7187.171494848	0	0
7190.071849862	1	0
7192.972755	0	0
7195.874210262	1	0
7198.776215648	1	0
7201.678771158	0	0
7204.581876792	0	0
7207.48553255	1	0
7210.389738432	0	0
7213.294494438	0	0
7216.199800568	0	0
7219.105656822	1	0
7222.0120632	0	0
7224.919019702	0	0
7227.826526328	0	1
7230.734583078	0	1
7233.643189952	0	0
7236.55234695	0	0
7239.462054072	0	1
7242.372311318	0	0
7245.283118688	0	1
7248.194476182	0	0
7251.1063838	0	0
7254.018841542	1	1
7256.931849408	0	0
7259.845407398	0	0
7262.759515512	0	0
7265.67417375	0	0
7268.589382112	0	0
7271.505140598	0	0
7274.421449208	0	0
7277.338307942	1	0
7280.2557168	0	0
7283.173675782	0	0
7286.092184888	0	0
7289.011244118	0	0
7291.930853472	0	0
7294.85101295	0	0
7297.771722552	0	0
7300.692982278	0	0
7303.614792128	0	0
7306.537152102	0	0
7309.4600622	0	0
7312.383522422	0	0
7315.307532768	0	0
7318.232093238	0	0
7321.157203832	0	0
7324.08286455	0	0
7327.009075392	0	0
7329.935836358		
7332.863147448		
7335.791008662		
7338.71942		
7341.648381462		
7344.577893048		
7347.507954758		
7350.438566592		
7353.36972855		
7356.301440632		
7359.233702838		
7362.166515168		
7365.099877622		
7368.0337902		
